PassengerId,Survived,Pclass,Age,SibSp,Parch,CatAge,CatFare,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Unique
407,0.0,3,51.0,0,0,3,0,1,0,1,0,1,0,0
408,1.0,2,3.0,1,1,0,2,1,0,1,0,0,0,0
409,0.0,3,21.0,0,0,0,0,1,0,1,0,1,0,0
410,0.0,3,28.0,3,1,1,2,0,0,1,1,0,0,0
411,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
412,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
413,1.0,1,33.0,1,0,2,3,0,1,0,1,0,0,0
414,0.0,2,28.0,0,0,1,0,1,0,1,0,1,0,0
415,1.0,3,44.0,0,0,3,1,1,0,1,0,1,0,0
416,0.0,3,28.0,0,0,1,1,0,0,1,0,0,1,0
417,1.0,2,34.0,1,1,2,3,0,0,1,0,0,1,0
418,1.0,2,18.0,0,2,0,1,0,0,1,1,0,0,0
419,0.0,2,30.0,0,0,2,1,1,0,1,0,1,0,0
420,0.0,3,10.0,0,2,0,2,0,0,1,1,0,0,0
421,0.0,3,28.0,0,0,1,0,1,0,0,0,1,0,0
422,0.0,3,21.0,0,0,0,0,1,1,0,0,1,0,0
423,0.0,3,29.0,0,0,2,0,1,0,1,0,1,0,0
424,0.0,3,28.0,1,1,1,1,0,0,1,0,0,1,0
425,0.0,3,18.0,1,1,0,2,1,0,1,0,1,0,0
426,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
427,1.0,2,28.0,1,0,1,2,0,0,1,0,0,1,0
428,1.0,2,19.0,0,0,0,2,0,0,1,1,0,0,0
429,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
430,1.0,3,32.0,0,0,2,1,1,0,1,0,1,0,0
431,1.0,1,28.0,0,0,1,2,1,0,1,0,1,0,0
432,1.0,3,28.0,1,0,1,2,0,0,1,0,0,1,0
433,1.0,2,42.0,1,0,3,2,0,0,1,0,0,1,0
434,0.0,3,17.0,0,0,0,0,1,0,1,0,1,0,0
435,0.0,1,50.0,1,0,3,3,1,0,1,0,1,0,0
436,1.0,1,14.0,1,2,0,3,0,0,1,1,0,0,0
437,0.0,3,21.0,2,2,0,3,0,0,1,1,0,0,0
438,1.0,2,24.0,2,3,1,2,0,0,1,0,0,1,0
439,0.0,1,64.0,1,4,3,3,1,0,1,0,1,0,0
440,0.0,2,31.0,0,0,2,1,1,0,1,0,1,0,0
441,1.0,2,45.0,1,1,3,2,0,0,1,0,0,1,0
442,0.0,3,20.0,0,0,0,1,1,0,1,0,1,0,0
443,0.0,3,25.0,1,0,1,0,1,0,1,0,1,0,0
444,1.0,2,28.0,0,0,1,1,0,0,1,1,0,0,0
445,1.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
446,1.0,1,4.0,0,2,0,3,1,0,1,0,0,0,0
447,1.0,2,13.0,0,1,0,2,0,0,1,1,0,0,0
448,1.0,1,34.0,0,0,2,2,1,0,1,0,1,0,0
449,1.0,3,5.0,2,1,0,2,0,0,0,1,0,0,0
450,1.0,1,52.0,0,0,3,2,1,0,1,0,0,0,1
451,0.0,2,36.0,1,2,3,2,1,0,1,0,1,0,0
452,0.0,3,28.0,1,0,1,2,1,0,1,0,1,0,0
453,0.0,1,30.0,0,0,2,2,1,0,0,0,1,0,0
454,1.0,1,49.0,1,0,3,3,1,0,0,0,1,0,0
455,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
456,1.0,3,29.0,0,0,2,0,1,0,0,0,1,0,0
457,0.0,1,65.0,0,0,3,2,1,0,1,0,1,0,0
458,1.0,1,28.0,1,0,1,3,0,0,1,0,0,1,0
459,1.0,2,50.0,0,0,3,1,0,0,1,1,0,0,0
460,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
461,1.0,1,48.0,0,0,3,2,1,0,1,0,1,0,0
462,0.0,3,34.0,0,0,2,1,1,0,1,0,1,0,0
463,0.0,1,47.0,0,0,3,3,1,0,1,0,1,0,0
464,0.0,2,48.0,0,0,3,1,1,0,1,0,1,0,0
465,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
466,0.0,3,38.0,0,0,3,0,1,0,1,0,1,0,0
467,0.0,2,28.0,0,0,1,0,1,0,1,0,1,0,0
468,0.0,1,56.0,0,0,3,2,1,0,1,0,1,0,0
469,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
470,1.0,3,0.75,2,1,0,2,0,0,0,1,0,0,0
471,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
472,0.0,3,38.0,0,0,3,1,1,0,1,0,1,0,0
473,1.0,2,33.0,1,2,2,2,0,0,1,0,0,1,0
474,1.0,2,23.0,0,0,1,1,0,0,0,0,0,1,0
475,0.0,3,22.0,0,0,0,1,0,0,1,1,0,0,0
476,0.0,1,28.0,0,0,1,3,1,0,1,0,1,0,0
477,0.0,2,34.0,1,0,2,2,1,0,1,0,1,0,0
478,0.0,3,29.0,1,0,2,0,1,0,1,0,1,0,0
479,0.0,3,22.0,0,0,0,0,1,0,1,0,1,0,0
480,1.0,3,2.0,0,1,0,1,0,0,1,1,0,0,0
481,0.0,3,9.0,5,2,0,3,1,0,1,0,0,0,0
482,0.0,2,28.0,0,0,1,0,1,0,1,0,1,0,0
483,0.0,3,50.0,0,0,3,1,1,0,1,0,1,0,0
484,1.0,3,63.0,0,0,3,1,0,0,1,0,0,1,0
485,1.0,1,25.0,1,0,1,3,1,0,0,0,1,0,0
486,0.0,3,28.0,3,1,1,2,0,0,1,1,0,0,0
487,1.0,1,35.0,1,0,2,3,0,0,1,0,0,1,0
488,0.0,1,58.0,0,0,3,2,1,0,0,0,1,0,0
489,0.0,3,30.0,0,0,2,1,1,0,1,0,1,0,0
490,1.0,3,9.0,1,1,0,2,1,0,1,0,0,0,0
491,0.0,3,28.0,1,0,1,2,1,0,1,0,1,0,0
492,0.0,3,21.0,0,0,0,0,1,0,1,0,1,0,0
493,0.0,1,55.0,0,0,3,2,1,0,1,0,1,0,0
494,0.0,1,71.0,0,0,3,3,1,0,0,0,1,0,0
495,0.0,3,21.0,0,0,0,1,1,0,1,0,1,0,0
496,0.0,3,28.0,0,0,1,2,1,0,0,0,1,0,0
497,1.0,1,54.0,1,0,3,3,0,0,0,1,0,0,0
498,0.0,3,28.0,0,0,1,2,1,0,1,0,1,0,0
499,0.0,1,25.0,1,2,1,3,0,0,1,0,0,1,0
500,0.0,3,24.0,0,0,1,0,1,0,1,0,1,0,0
501,0.0,3,17.0,0,0,0,1,1,0,1,0,1,0,0
502,0.0,3,21.0,0,0,0,0,0,1,0,1,0,0,0
503,0.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
504,0.0,3,37.0,0,0,3,1,0,0,1,1,0,0,0
505,1.0,1,16.0,0,0,0,3,0,0,1,1,0,0,0
506,0.0,1,18.0,1,0,0,3,1,0,0,0,1,0,0
507,1.0,2,33.0,0,2,2,2,0,0,1,0,0,1,0
508,1.0,1,28.0,0,0,1,2,1,0,1,0,1,0,0
509,0.0,3,28.0,0,0,1,2,1,0,1,0,1,0,0
510,1.0,3,26.0,0,0,1,3,1,0,1,0,1,0,0
511,1.0,3,29.0,0,0,2,0,1,1,0,0,1,0,0
512,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
513,1.0,1,36.0,0,0,3,2,1,0,1,0,1,0,0
514,1.0,1,54.0,1,0,3,3,0,0,0,0,0,1,0
515,0.0,3,24.0,0,0,1,0,1,0,1,0,1,0,0
516,0.0,1,47.0,0,0,3,3,1,0,1,0,1,0,0
517,1.0,2,34.0,0,0,2,1,0,0,1,0,0,1,0
518,0.0,3,28.0,0,0,1,2,1,1,0,0,1,0,0
519,1.0,2,36.0,1,0,3,2,0,0,1,0,0,1,0
520,0.0,3,32.0,0,0,2,0,1,0,1,0,1,0,0
521,1.0,1,30.0,0,0,2,3,0,0,1,1,0,0,0
522,0.0,3,22.0,0,0,0,0,1,0,1,0,1,0,0
523,0.0,3,28.0,0,0,1,0,1,0,0,0,1,0,0
524,1.0,1,44.0,0,1,3,3,0,0,0,0,0,1,0
525,0.0,3,28.0,0,0,1,0,1,0,0,0,1,0,0
526,0.0,3,40.5,0,0,3,0,1,1,0,0,1,0,0
527,1.0,2,50.0,0,0,3,1,0,0,1,1,0,0,0
528,0.0,1,28.0,0,0,1,3,1,0,1,0,1,0,0
529,0.0,3,39.0,0,0,3,1,1,0,1,0,1,0,0
530,0.0,2,23.0,2,1,1,1,1,0,1,0,1,0,0
531,1.0,2,2.0,1,1,0,2,0,0,1,1,0,0,0
532,0.0,3,28.0,0,0,1,0,1,0,0,0,1,0,0
533,0.0,3,17.0,1,1,0,0,1,0,0,0,1,0,0
534,1.0,3,28.0,0,2,1,2,0,0,0,0,0,1,0
535,0.0,3,30.0,0,0,2,1,0,0,1,1,0,0,0
536,1.0,2,7.0,0,2,0,2,0,0,1,1,0,0,0
537,0.0,1,45.0,0,0,3,2,1,0,1,0,0,0,1
538,1.0,1,30.0,0,0,2,3,0,0,0,1,0,0,0
539,0.0,3,28.0,0,0,1,2,1,0,1,0,1,0,0
540,1.0,1,22.0,0,2,0,3,0,0,0,1,0,0,0
541,1.0,1,36.0,0,2,3,3,0,0,1,1,0,0,0
542,0.0,3,9.0,4,2,0,2,0,0,1,1,0,0,0
543,0.0,3,11.0,4,2,0,2,0,0,1,1,0,0,0
544,1.0,2,32.0,1,0,2,2,1,0,1,0,1,0,0
545,0.0,1,50.0,1,0,3,3,1,0,0,0,1,0,0
546,0.0,1,64.0,0,0,3,2,1,0,1,0,1,0,0
547,1.0,2,19.0,1,0,0,2,0,0,1,0,0,1,0
548,1.0,2,28.0,0,0,1,1,1,0,0,0,1,0,0
549,0.0,3,33.0,1,1,2,2,1,0,1,0,1,0,0
550,1.0,2,8.0,1,1,0,3,1,0,1,0,0,0,0
551,1.0,1,17.0,0,2,0,3,1,0,0,0,1,0,0
552,0.0,2,27.0,0,0,1,2,1,0,1,0,1,0,0
553,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
554,1.0,3,22.0,0,0,0,0,1,0,0,0,1,0,0
555,1.0,3,22.0,0,0,0,0,0,0,1,1,0,0,0
556,0.0,1,62.0,0,0,3,2,1,0,1,0,1,0,0
557,1.0,1,48.0,1,0,3,3,0,0,0,0,0,0,1
558,0.0,1,28.0,0,0,1,3,1,0,0,0,1,0,0
559,1.0,1,39.0,1,1,3,3,0,0,1,0,0,1,0
560,1.0,3,36.0,1,0,3,2,0,0,1,0,0,1,0
561,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
562,0.0,3,40.0,0,0,3,0,1,0,1,0,1,0,0
563,0.0,2,28.0,0,0,1,1,1,0,1,0,1,0,0
564,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
565,0.0,3,28.0,0,0,1,1,0,0,1,1,0,0,0
566,0.0,3,24.0,2,0,1,2,1,0,1,0,1,0,0
567,0.0,3,19.0,0,0,0,0,1,0,1,0,1,0,0
568,0.0,3,29.0,0,4,2,2,0,0,1,0,0,1,0
569,0.0,3,28.0,0,0,1,0,1,0,0,0,1,0,0
570,1.0,3,32.0,0,0,2,0,1,0,1,0,1,0,0
571,1.0,2,62.0,0,0,3,1,1,0,1,0,1,0,0
572,1.0,1,53.0,2,0,3,3,0,0,1,0,0,1,0
573,1.0,1,36.0,0,0,3,2,1,0,1,0,1,0,0
574,1.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
575,0.0,3,16.0,0,0,0,1,1,0,1,0,1,0,0
576,0.0,3,19.0,0,0,0,2,1,0,1,0,1,0,0
577,1.0,2,34.0,0,0,2,1,0,0,1,1,0,0,0
578,1.0,1,39.0,1,0,3,3,0,0,1,0,0,1,0
579,0.0,3,28.0,1,0,1,2,0,0,0,0,0,1,0
580,1.0,3,32.0,0,0,2,1,1,0,1,0,1,0,0
581,1.0,2,25.0,1,1,1,2,0,0,1,1,0,0,0
582,1.0,1,39.0,1,1,3,3,0,0,0,0,0,1,0
583,0.0,2,54.0,0,0,3,2,1,0,1,0,1,0,0
584,0.0,1,36.0,0,0,3,3,1,0,0,0,1,0,0
585,0.0,3,28.0,0,0,1,1,1,0,0,0,1,0,0
586,1.0,1,18.0,0,2,0,3,0,0,1,1,0,0,0
587,0.0,2,47.0,0,0,3,2,1,0,1,0,1,0,0
588,1.0,1,60.0,1,1,3,3,1,0,0,0,1,0,0
589,0.0,3,22.0,0,0,0,1,1,0,1,0,1,0,0
590,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
591,0.0,3,35.0,0,0,2,0,1,0,1,0,1,0,0
592,1.0,1,52.0,1,0,3,3,0,0,0,0,0,1,0
593,0.0,3,47.0,0,0,3,0,1,0,1,0,1,0,0
594,0.0,3,28.0,0,2,1,0,0,1,0,1,0,0,0
595,0.0,2,37.0,1,0,3,2,1,0,1,0,1,0,0
596,0.0,3,36.0,1,1,3,2,1,0,1,0,1,0,0
597,1.0,2,28.0,0,0,1,3,0,0,1,1,0,0,0
598,0.0,3,49.0,0,0,3,0,1,0,1,0,1,0,0
599,0.0,3,28.0,0,0,1,0,1,0,0,0,1,0,0
600,1.0,1,49.0,1,0,3,3,1,0,0,0,0,0,1
601,1.0,2,24.0,2,1,1,2,0,0,1,0,0,1,0
602,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
603,0.0,1,28.0,0,0,1,3,1,0,1,0,1,0,0
604,0.0,3,44.0,0,0,3,1,1,0,1,0,1,0,0
605,1.0,1,35.0,0,0,2,2,1,0,0,0,1,0,0
606,0.0,3,36.0,1,0,3,2,1,0,1,0,1,0,0
607,0.0,3,30.0,0,0,2,0,1,0,1,0,1,0,0
608,1.0,1,27.0,0,0,1,2,1,0,1,0,1,0,0
609,1.0,2,22.0,1,2,0,3,0,0,0,0,0,1,0
610,1.0,1,40.0,0,0,3,3,0,0,1,1,0,0,0
611,0.0,3,39.0,1,5,3,2,0,0,1,0,0,1,0
612,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
613,1.0,3,28.0,1,0,1,2,0,1,0,1,0,0,0
614,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
615,0.0,3,35.0,0,0,2,1,1,0,1,0,1,0,0
616,1.0,2,24.0,1,2,1,3,0,0,1,1,0,0,0
617,0.0,3,34.0,1,1,2,1,1,0,1,0,1,0,0
618,0.0,3,26.0,1,0,1,2,0,0,1,0,0,1,0
619,1.0,2,4.0,2,1,0,3,0,0,1,1,0,0,0
620,0.0,2,26.0,0,0,1,1,1,0,1,0,1,0,0
621,0.0,3,27.0,1,0,1,1,1,0,0,0,1,0,0
622,1.0,1,42.0,1,0,3,3,1,0,1,0,1,0,0
623,1.0,3,20.0,1,1,0,2,1,0,0,0,1,0,0
624,0.0,3,21.0,0,0,0,0,1,0,1,0,1,0,0
625,0.0,3,21.0,0,0,0,2,1,0,1,0,1,0,0
626,0.0,1,61.0,0,0,3,3,1,0,1,0,1,0,0
627,0.0,2,57.0,0,0,3,1,1,1,0,0,0,0,1
628,1.0,1,21.0,0,0,0,3,0,0,1,1,0,0,0
629,0.0,3,26.0,0,0,1,0,1,0,1,0,1,0,0
630,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
631,1.0,1,80.0,0,0,3,2,1,0,1,0,1,0,0
632,0.0,3,51.0,0,0,3,0,1,0,1,0,1,0,0
633,1.0,1,32.0,0,0,2,2,1,0,0,0,0,0,1
634,0.0,1,28.0,0,0,1,0,1,0,1,0,1,0,0
635,0.0,3,9.0,3,2,0,2,0,0,1,1,0,0,0
636,1.0,2,28.0,0,0,1,1,0,0,1,1,0,0,0
637,0.0,3,32.0,0,0,2,1,1,0,1,0,1,0,0
638,0.0,2,31.0,1,1,2,2,1,0,1,0,1,0,0
639,0.0,3,41.0,0,5,3,3,0,0,1,0,0,1,0
640,0.0,3,28.0,1,0,1,2,1,0,1,0,1,0,0
641,0.0,3,20.0,0,0,0,0,1,0,1,0,1,0,0
642,1.0,1,24.0,0,0,1,3,0,0,0,1,0,0,0
643,0.0,3,2.0,3,2,0,2,0,0,1,1,0,0,0
644,1.0,3,28.0,0,0,1,3,1,0,1,0,1,0,0
645,1.0,3,0.75,2,1,0,2,0,0,0,1,0,0,0
646,1.0,1,48.0,1,0,3,3,1,0,0,0,1,0,0
647,0.0,3,19.0,0,0,0,0,1,0,1,0,1,0,0
648,1.0,1,56.0,0,0,3,3,1,0,0,0,0,0,1
649,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
650,1.0,3,23.0,0,0,1,0,0,0,1,1,0,0,0
651,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
652,1.0,2,18.0,0,1,0,2,0,0,1,1,0,0,0
653,0.0,3,21.0,0,0,0,1,1,0,1,0,1,0,0
654,1.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
655,0.0,3,18.0,0,0,0,0,0,1,0,1,0,0,0
656,0.0,2,24.0,2,0,1,3,1,0,1,0,1,0,0
657,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
658,0.0,3,32.0,1,1,2,2,0,1,0,0,0,1,0
659,0.0,2,23.0,0,0,1,1,1,0,1,0,1,0,0
660,0.0,1,58.0,0,2,3,3,1,0,0,0,1,0,0
661,1.0,1,50.0,2,0,3,3,1,0,1,0,0,0,1
662,0.0,3,40.0,0,0,3,0,1,0,0,0,1,0,0
663,0.0,1,47.0,0,0,3,2,1,0,1,0,1,0,0
664,0.0,3,36.0,0,0,3,0,1,0,1,0,1,0,0
665,1.0,3,20.0,1,0,0,1,1,0,1,0,1,0,0
666,0.0,2,32.0,2,0,2,3,1,0,1,0,1,0,0
667,0.0,2,25.0,0,0,1,1,1,0,1,0,1,0,0
668,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
669,0.0,3,43.0,0,0,3,1,1,0,1,0,1,0,0
670,1.0,1,28.0,1,0,1,3,0,0,1,0,0,1,0
671,1.0,2,40.0,1,1,3,3,0,0,1,0,0,1,0
672,0.0,1,31.0,1,0,2,3,1,0,1,0,1,0,0
673,0.0,2,70.0,0,0,3,1,1,0,1,0,1,0,0
674,1.0,2,31.0,0,0,2,1,1,0,1,0,1,0,0
675,0.0,2,28.0,0,0,1,0,1,0,1,0,1,0,0
676,0.0,3,18.0,0,0,0,0,1,0,1,0,1,0,0
677,0.0,3,24.5,0,0,1,1,1,0,1,0,1,0,0
678,1.0,3,18.0,0,0,0,1,0,0,1,1,0,0,0
679,0.0,3,43.0,1,6,3,3,0,0,1,0,0,1,0
680,1.0,1,36.0,0,1,3,3,1,0,0,0,1,0,0
681,0.0,3,28.0,0,0,1,1,0,1,0,1,0,0,0
682,1.0,1,27.0,0,0,1,3,1,0,0,0,1,0,0
683,0.0,3,20.0,0,0,0,1,1,0,1,0,1,0,0
684,0.0,3,14.0,5,2,0,3,1,0,1,0,1,0,0
685,0.0,2,60.0,1,1,3,3,1,0,1,0,1,0,0
686,0.0,2,25.0,1,2,1,3,1,0,0,0,1,0,0
687,0.0,3,14.0,4,1,0,3,1,0,1,0,1,0,0
688,0.0,3,19.0,0,0,0,1,1,0,1,0,1,0,0
689,0.0,3,18.0,0,0,0,0,1,0,1,0,1,0,0
690,1.0,1,15.0,0,1,0,3,0,0,1,1,0,0,0
691,1.0,1,31.0,1,0,2,3,1,0,1,0,1,0,0
692,1.0,3,4.0,0,1,0,1,0,0,0,1,0,0,0
693,1.0,3,28.0,0,0,1,3,1,0,1,0,1,0,0
694,0.0,3,25.0,0,0,1,0,1,0,0,0,1,0,0
695,0.0,1,60.0,0,0,3,2,1,0,1,0,0,0,1
696,0.0,2,52.0,0,0,3,1,1,0,1,0,1,0,0
697,0.0,3,44.0,0,0,3,1,1,0,1,0,1,0,0
698,1.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
699,0.0,1,49.0,1,1,3,3,1,0,0,0,1,0,0
700,0.0,3,42.0,0,0,3,0,1,0,1,0,1,0,0
701,1.0,1,18.0,1,0,0,3,0,0,0,0,0,1,0
702,1.0,1,35.0,0,0,2,2,1,0,1,0,1,0,0
703,0.0,3,18.0,0,1,0,1,0,0,0,1,0,0,0
704,0.0,3,25.0,0,0,1,0,1,1,0,0,1,0,0
705,0.0,3,26.0,1,0,1,0,1,0,1,0,1,0,0
706,0.0,2,39.0,0,0,3,2,1,0,1,0,1,0,0
707,1.0,2,45.0,0,0,3,1,0,0,1,0,0,1,0
708,1.0,1,42.0,0,0,3,2,1,0,1,0,1,0,0
709,1.0,1,22.0,0,0,0,3,0,0,1,1,0,0,0
710,1.0,3,28.0,1,1,1,2,1,0,0,0,0,0,0
711,1.0,1,24.0,0,0,1,3,0,0,0,1,0,0,0
712,0.0,1,28.0,0,0,1,2,1,0,1,0,1,0,0
713,1.0,1,48.0,1,0,3,3,1,0,1,0,1,0,0
714,0.0,3,29.0,0,0,2,1,1,0,1,0,1,0,0
715,0.0,2,52.0,0,0,3,1,1,0,1,0,1,0,0
716,0.0,3,19.0,0,0,0,0,1,0,1,0,1,0,0
717,1.0,1,38.0,0,0,3,3,0,0,0,1,0,0,0
718,1.0,2,27.0,0,0,1,1,0,0,1,1,0,0,0
719,0.0,3,28.0,0,0,1,2,1,1,0,0,1,0,0
720,0.0,3,33.0,0,0,2,0,1,0,1,0,1,0,0
721,1.0,2,6.0,0,1,0,3,0,0,1,1,0,0,0
722,0.0,3,17.0,1,0,0,0,1,0,1,0,1,0,0
723,0.0,2,34.0,0,0,2,1,1,0,1,0,1,0,0
724,0.0,2,50.0,0,0,3,1,1,0,1,0,1,0,0
725,1.0,1,27.0,1,0,1,3,1,0,1,0,1,0,0
726,0.0,3,20.0,0,0,0,1,1,0,1,0,1,0,0
727,1.0,2,30.0,3,0,2,2,0,0,1,0,0,1,0
728,1.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
729,0.0,2,25.0,1,0,1,2,1,0,1,0,1,0,0
730,0.0,3,25.0,1,0,1,1,0,0,1,1,0,0,0
731,1.0,1,29.0,0,0,2,3,0,0,1,1,0,0,0
732,0.0,3,11.0,0,0,0,2,1,0,0,0,1,0,0
733,0.0,2,28.0,0,0,1,0,1,0,1,0,1,0,0
734,0.0,2,23.0,0,0,1,1,1,0,1,0,1,0,0
735,0.0,2,23.0,0,0,1,1,1,0,1,0,1,0,0
736,0.0,3,28.5,0,0,2,2,1,0,1,0,1,0,0
737,0.0,3,48.0,1,3,3,3,0,0,1,0,0,1,0
738,1.0,1,35.0,0,0,2,3,1,0,0,0,1,0,0
739,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
740,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
741,1.0,1,28.0,0,0,1,2,1,0,1,0,1,0,0
742,0.0,1,36.0,1,0,3,3,1,0,1,0,1,0,0
743,1.0,1,21.0,2,2,0,3,0,0,0,1,0,0,0
744,0.0,3,24.0,1,0,1,2,1,0,1,0,1,0,0
745,1.0,3,31.0,0,0,2,1,1,0,1,0,1,0,0
746,0.0,1,70.0,1,1,3,3,1,0,1,0,0,0,1
747,0.0,3,16.0,1,1,0,2,1,0,1,0,1,0,0
748,1.0,2,30.0,0,0,2,1,0,0,1,1,0,0,0
749,0.0,1,19.0,1,0,0,3,1,0,1,0,1,0,0
750,0.0,3,31.0,0,0,2,0,1,1,0,0,1,0,0
751,1.0,2,4.0,1,1,0,2,0,0,1,1,0,0,0
752,1.0,3,6.0,0,1,0,1,1,0,1,0,0,0,0
753,0.0,3,33.0,0,0,2,1,1,0,1,0,1,0,0
754,0.0,3,23.0,0,0,1,0,1,0,1,0,1,0,0
755,1.0,2,48.0,1,2,3,3,0,0,1,0,0,1,0
756,1.0,2,0.67,1,1,0,2,1,0,1,0,0,0,0
757,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
758,0.0,2,18.0,0,0,0,1,1,0,1,0,1,0,0
759,0.0,3,34.0,0,0,2,1,1,0,1,0,1,0,0
760,1.0,1,33.0,0,0,2,3,0,0,1,0,0,0,1
761,0.0,3,28.0,0,0,1,2,1,0,1,0,1,0,0
762,0.0,3,41.0,0,0,3,0,1,0,1,0,1,0,0
763,1.0,3,20.0,0,0,0,0,1,0,0,0,1,0,0
764,1.0,1,36.0,1,2,3,3,0,0,1,0,0,1,0
765,0.0,3,16.0,0,0,0,0,1,0,1,0,1,0,0
766,1.0,1,51.0,1,0,3,3,0,0,1,0,0,1,0
767,0.0,1,28.0,0,0,1,3,1,0,0,0,0,0,1
768,0.0,3,30.5,0,0,2,0,0,1,0,1,0,0,0
769,0.0,3,28.0,1,0,1,2,1,1,0,0,1,0,0
770,0.0,3,32.0,0,0,2,1,1,0,1,0,1,0,0
771,0.0,3,24.0,0,0,1,1,1,0,1,0,1,0,0
772,0.0,3,48.0,0,0,3,0,1,0,1,0,1,0,0
773,0.0,2,57.0,0,0,3,1,0,0,1,0,0,1,0
774,0.0,3,28.0,0,0,1,0,1,0,0,0,1,0,0
775,1.0,2,54.0,1,3,3,2,0,0,1,0,0,1,0
776,0.0,3,18.0,0,0,0,0,1,0,1,0,1,0,0
777,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
778,1.0,3,5.0,0,0,0,1,0,0,1,1,0,0,0
779,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
780,1.0,1,43.0,0,1,3,3,0,0,1,0,0,1,0
781,1.0,3,13.0,0,0,0,0,0,0,0,1,0,0,0
782,1.0,1,17.0,1,0,0,3,0,0,1,0,0,1,0
783,0.0,1,29.0,0,0,2,2,1,0,1,0,1,0,0
784,0.0,3,28.0,1,2,1,2,1,0,1,0,1,0,0
785,0.0,3,25.0,0,0,1,0,1,0,1,0,1,0,0
786,0.0,3,25.0,0,0,1,0,1,0,1,0,1,0,0
787,1.0,3,18.0,0,0,0,0,0,0,1,1,0,0,0
788,0.0,3,8.0,4,1,0,2,1,1,0,0,0,0,0
789,1.0,3,1.0,1,2,0,2,1,0,1,0,0,0,0
790,0.0,1,46.0,0,0,3,3,1,0,0,0,1,0,0
791,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
792,0.0,2,16.0,0,0,0,2,1,0,1,0,1,0,0
793,0.0,3,28.0,8,2,1,3,0,0,1,1,0,0,0
794,0.0,1,28.0,0,0,1,2,1,0,0,0,1,0,0
795,0.0,3,25.0,0,0,1,0,1,0,1,0,1,0,0
796,0.0,2,39.0,0,0,3,1,1,0,1,0,1,0,0
797,1.0,1,49.0,0,0,3,2,0,0,1,0,0,0,1
798,1.0,3,31.0,0,0,2,1,0,0,1,0,0,1,0
799,0.0,3,30.0,0,0,2,0,1,0,0,0,1,0,0
800,0.0,3,30.0,1,1,2,2,0,0,1,0,0,1,0
801,0.0,2,34.0,0,0,2,1,1,0,1,0,1,0,0
802,1.0,2,31.0,1,1,2,2,0,0,1,0,0,1,0
803,1.0,1,11.0,1,2,0,3,1,0,1,0,0,0,0
804,1.0,3,0.42,0,1,0,1,1,0,0,0,0,0,0
805,1.0,3,27.0,0,0,1,0,1,0,1,0,1,0,0
806,0.0,3,31.0,0,0,2,0,1,0,1,0,1,0,0
807,0.0,1,39.0,0,0,3,0,1,0,1,0,1,0,0
808,0.0,3,18.0,0,0,0,0,0,0,1,1,0,0,0
809,0.0,2,39.0,0,0,3,1,1,0,1,0,1,0,0
810,1.0,1,33.0,1,0,2,3,0,0,1,0,0,1,0
811,0.0,3,26.0,0,0,1,0,1,0,1,0,1,0,0
812,0.0,3,39.0,0,0,3,2,1,0,1,0,1,0,0
813,0.0,2,35.0,0,0,2,1,1,0,1,0,1,0,0
814,0.0,3,6.0,4,2,0,2,0,0,1,1,0,0,0
815,0.0,3,30.5,0,0,2,1,1,0,1,0,1,0,0
